Number,Structure,Abbreviation,voxcount,volume,x,y,z,,,,,,,volume,x_caudaL_rostral,y_Right_left,z_infgerior_superior,volume_voxels,volume_mm3
76,_75_Medial_Geniculate_Nucleus,MGN_L,8990,0.713215412,6.1286993,7.5977473,5.2990832,75,0,0,75,75,674250,0.356607706,176.06,194.13,124.04,4422,0.35158
76,_75_Medial_Geniculate_Nucleus,MGN_R,8990,0.713215412,6.1286993,7.5977473,5.2990832,75,0,0,75,75,674250,0.356607706,176.06,90.869,124.04,4422,0.35158
77,_76_Lateral_Geniculate_Nucleus,LGN_L,12554,0.995962878,6.134645,8.3500957,5.8893962,76,0,0,76,76,954104,0.497981439,194.31,193.53,137.68,6232,0.49549
77,_76_Lateral_Geniculate_Nucleus,LGN_R,12554,0.995962878,6.134645,8.3500957,5.8893962,76,0,0,76,76,954104,0.497981439,194.31,91.471,137.68,6232,0.49549
78,_77_Zona_Incerta,ZI_L,25094,1.990815076,6.184413,8.382658,4.3543143,77,0,0,77,77,1932238,0.995407538,194.68,179.92,101.45,12189,0.96911
78,_77_Zona_Incerta,ZI_R,25094,1.990815076,6.184413,8.382658,4.3543143,77,0,0,77,77,1932238,0.995407538,194.68,105.08,101.45,12189,0.96911
79,_78_Reticular_Nucleus_of_Thalamus,RTN_L,30934,2.454127424,6.0571098,9.1776104,5.0209923,78,0,0,78,78,2412852,1.227063712,212.76,190.1,116.73,15824,1.2581
79,_78_Reticular_Nucleus_of_Thalamus,RTN_R,30934,2.454127424,6.0571098,9.1776104,5.0209923,78,0,0,78,78,2412852,1.227063712,212.76,94.898,116.73,15824,1.2581
80,_79_Subbrachial_Nucleus_and_Peripeduncular_Nucleus,Sub_PP_L,2176,0.17263145,6.1680522,7.4573655,4.7998261,79,0,0,79,79,171904,0.086315725,173.26,194.87,112.49,1048,0.083323
80,_79_Subbrachial_Nucleus_and_Peripeduncular_Nucleus,Sub_PP_R,2176,0.17263145,6.1680522,7.4573655,4.7998261,79,0,0,79,79,171904,0.086315725,173.26,90.127,112.49,1048,0.083323
81,_80_Deep_Mesencephalic_Nuclei,DpMe_L,28428,2.255315653,6.0356183,7.3132391,5.0067368,80,0,0,80,80,2274240,1.127657827,169.68,159.91,117.5,14886,1.1835
81,_80_Deep_Mesencephalic_Nuclei,DpMe_R,28428,2.255315653,6.0356183,7.3132391,5.0067368,80,0,0,80,80,2274240,1.127657827,169.68,125.09,117.5,14886,1.1835
82,_81_Superior_Colliculus,SC_L,131859,10.46094226,6.1210995,6.7049794,6.7857575,81,0,0,81,81,10680579,5.23047113,156.28,163,158.44,63999,5.0884
82,_81_Superior_Colliculus,SC_R,131859,10.46094226,6.1210995,6.7049794,6.7857575,81,0,0,81,81,10680579,5.23047113,156.28,122,158.44,63999,5.0884
83,_82_Inferior_Colliculus,IC_L,74349,5.898426322,6.1463752,5.4046998,6.8184233,82,0,0,82,82,6096618,2.949213161,125.27,173.01,159,36523,2.9038
83,_82_Inferior_Colliculus,IC_R,74349,5.898426322,6.1463752,5.4046998,6.8184233,82,0,0,82,82,6096618,2.949213161,125.27,111.99,159,36523,2.9038
84,_83_Substantia_Nigra,SN_L,17239,1.367644102,6.1382222,7.4776759,4.0477867,83,0,0,83,83,1430837,0.683822051,174.17,180.53,94.488,8580,0.68217
84,_83_Substantia_Nigra,SN_R,17239,1.367644102,6.1382222,7.4776759,4.0477867,83,0,0,83,83,1430837,0.683822051,174.17,104.47,94.488,8580,0.68217
85,_84_Red_Nucleus_Parvicellular,RPC_L,1847,0.146530463,6.115799,7.0679445,4.7396402,84,0,0,84,84,155148,0.073265232,164.28,151.58,111.35,958,0.076168
85,_84_Red_Nucleus_Parvicellular,RPC_R,1847,0.146530463,6.115799,7.0679445,4.7396402,84,0,0,84,84,155148,0.073265232,164.28,133.42,111.35,958,0.076168
86,_85_Midbrain_Reticular_Nucleus_,MRN_L,44678,3.544498126,6.0616269,6.7659225,5.1729331,85,0,0,85,85,3797630,1.772249063,156.94,173.82,121.07,22997,1.8284
86,_85_Midbrain_Reticular_Nucleus_,MRN_R,44678,3.544498126,6.0616269,6.7659225,5.1729331,85,0,0,85,85,3797630,1.772249063,156.94,111.18,121.07,22997,1.8284
87,_86_Rostral_Linear_Nucleus,RI_L,3813,0.302501709,6.1258807,7.300827,4.3665996,86,0,0,86,86,327918,0.151250855,169.57,144.32,102.74,1424,0.11322
87,_86_Rostral_Linear_Nucleus,RI_R,3813,0.302501709,6.1258807,7.300827,4.3665996,86,0,0,86,86,327918,0.151250855,169.57,140.68,102.74,1424,0.11322
88,_87_Cuneiform_Nucleus,Cn_L,4168,0.330665388,5.8168225,5.7331762,5.4783545,87,0,0,87,87,362616,0.165332694,132.79,175.98,128.75,2527,0.20091
88,_87_Cuneiform_Nucleus,Cn_R,4168,0.330665388,5.8168225,5.7331762,5.4783545,87,0,0,87,87,362616,0.165332694,132.79,109.02,128.75,2527,0.20091
89,_88_Precuneiform_Nucleus,PrCn_L,6588,0.522654408,6.0730429,6.2416358,5.7937284,88,0,0,88,88,579744,0.261327204,145.22,173.49,135.84,3383,0.26897
89,_88_Precuneiform_Nucleus,PrCn_R,6588,0.522654408,6.0730429,6.2416358,5.7937284,88,0,0,88,88,579744,0.261327204,145.22,111.51,135.84,3383,0.26897
90,_89_Brain_Stem_Rest,BrainStem_L,92375,7.328506523,6.175889,4.5928349,3.9086912,89,0,0,89,89,8221375,3.664253262,112.28,154.79,93.291,40736,3.2388
90,_89_Brain_Stem_Rest,BrainStem_R,92375,7.328506523,6.175889,4.5928349,3.9086912,89,0,0,89,89,8221375,3.664253262,112.28,130.21,93.291,40736,3.2388
91,_90_Interpeduncular_Nucleus,Iped_L,3273,0.259661184,6.1448159,7.3018155,3.6737587,90,0,0,90,90,294570,0.129830592,170.2,145.66,86.442,1292,0.10272
91,_90_Interpeduncular_Nucleus,Iped_R,3273,0.259661184,6.1448159,7.3018155,3.6737587,90,0,0,90,90,294570,0.129830592,170.2,139.34,86.442,1292,0.10272
92,_91_Cerebellar_Cortex,CC_L,585328,46.4365907,6.1845765,4.0177269,5.67485,91,0,0,91,91,53264848,23.21829535,93.433,188.88,131.87,2.81E+05,22.349
92,_91_Cerebellar_Cortex,CC_R,585328,46.4365907,6.1845765,4.0177269,5.67485,91,0,0,91,91,53264848,23.21829535,93.433,96.118,131.87,2.81E+05,22.349
93,_92_Dentate_orLateral_Nucleus_of_Cerebellum,Den_L,5870,0.465692377,6.1129088,4.5325179,5.0852342,92,0,0,92,92,540040,0.232846189,104.21,199.1,119.57,2970,0.23614
93,_92_Dentate_orLateral_Nucleus_of_Cerebellum,Den_R,5870,0.465692377,6.1129088,4.5325179,5.0852342,92,0,0,92,92,540040,0.232846189,104.21,85.905,119.57,2970,0.23614
94,_93_Interposed_Nucleus_of_Cerebellum,Int_L,4876,0.386834076,5.7806659,4.2821064,5.2649183,93,0,0,93,93,453468,0.193417038,98.612,186.37,122.75,2857,0.22715
94,_93_Interposed_Nucleus_of_Cerebellum,Int_R,4876,0.386834076,5.7806659,4.2821064,5.2649183,93,0,0,93,93,453468,0.193417038,98.612,98.626,122.75,2857,0.22715
95,_94_Fastigial_Medial_Dorsolateral_Nucleus_of_Cerebellum,FasDl_L,1227,0.097343194,6.0644636,4.4244604,5.5357585,94,0,0,94,94,115338,0.048671597,102.88,175.75,129.31,640,0.050884
95,_94_Fastigial_Medial_Dorsolateral_Nucleus_of_Cerebellum,FasDl_R,1227,0.097343194,6.0644636,4.4244604,5.5357585,94,0,0,94,94,115338,0.048671597,102.88,109.25,129.31,640,0.050884
96,_95_Fastigial_Medial_Nucleus_of_Cerebellum,FasMed_L,12305,0.976208636,6.1527004,4.1559935,5.4161997,95,0,0,95,95,1168975,0.488104318,96.116,165.44,127.16,6066,0.48229
96,_95_Fastigial_Medial_Nucleus_of_Cerebellum,FasMed_R,12305,0.976208636,6.1527004,4.1559935,5.4161997,95,0,0,95,95,1168975,0.488104318,96.116,119.56,127.16,6066,0.48229
97,_96_Ventral_Lateral_Lemniscus_Nucleus,VII_L,2703,0.214440629,6.1734538,6.675734,3.5423255,96,0,0,96,96,259488,0.107220315,154.99,181.83,83.268,1316,0.10463
97,_96_Ventral_Lateral_Lemniscus_Nucleus,VII_R,2703,0.214440629,6.1734538,6.675734,3.5423255,96,0,0,96,96,259488,0.107220315,154.99,103.17,83.268,1316,0.10463
98,_97_ParabrachialNucleus,ParB_L,6020,0.477592523,6.211462,5.5922956,5.2045898,97,0,0,97,97,583940,0.238796262,130.29,173.51,121.43,2858,0.22723
98,_97_ParabrachialNucleus,ParB_R,6020,0.477592523,6.211462,5.5922956,5.2045898,97,0,0,97,97,583940,0.238796262,130.29,111.49,121.43,2858,0.22723
99,_98_Parabrachial_Medial_Nucleus_and_Koelliker_Fuse_Nucleus,KF_L,6800,0.539473281,6.2229023,5.5442071,4.6785674,98,1.81E-06,3.29E-12,98,98,666400,0.269736641,128.27,176.76,109.8,3249,0.25832
99,_98_Parabrachial_Medial_Nucleus_and_Koelliker_Fuse_Nucleus,KF_R,6800,0.539473281,6.2229023,5.5442071,4.6785674,98,1.81E-06,3.29E-12,98,98,666400,0.269736641,128.27,108.24,109.8,3249,0.25832
100,_99_Parvicellular_Reticular_Nucleus_and_Principal_Sensory_Trigeminal_Nucleus,PCRt_L,55311,4.388059803,6.0787225,4.6141543,3.5369334,99,0,0,99,99,5475789,2.194029902,107,185.47,83.574,28915,2.2989
100,_99_Parvicellular_Reticular_Nucleus_and_Principal_Sensory_Trigeminal_Nucleus,PCRt_R,55311,4.388059803,6.0787225,4.6141543,3.5369334,99,0,0,99,99,5475789,2.194029902,107,99.531,83.574,28915,2.2989
101,_100_Central_Gray,CG_L,23327,1.850631358,6.1523175,4.4757338,4.3693633,100,0,0,100,100,2332700,0.925315679,103.95,156.34,102.72,11478,0.91258
101,_100_Central_Gray,CG_R,23327,1.850631358,6.1523175,4.4757338,4.3693633,100,0,0,100,100,2332700,0.925315679,103.95,128.66,102.72,11478,0.91258
102,_101_Pedunculotegmental__Medial_Paralemniscial__and_Supratrigemnial_Nuclei,Su5_L,2417,0.191751018,5.9064379,5.9724917,4.5653753,101,0,0,101,101,244117,0.095875509,138.68,179.02,106.66,1354,0.10765
102,_101_Pedunculotegmental__Medial_Paralemniscial__and_Supratrigemnial_Nuclei,Su5_R,2417,0.191751018,5.9064379,5.9724917,4.5653753,101,0,0,101,101,244117,0.095875509,138.68,105.98,106.66,1354,0.10765
103,_102_Motor_Root_of_Trigeminal_Nerve,m5_L,1373,0.108926002,6.2344031,6.105989,3.6301267,102,0,0,102,102,140046,0.054463001,141.52,183.67,85.232,652,0.051839
103,_102_Motor_Root_of_Trigeminal_Nerve,m5_R,1373,0.108926002,6.2344031,6.105989,3.6301267,102,0,0,102,102,140046,0.054463001,141.52,101.33,85.232,652,0.051839
104,_103_Trigeminal_Motor_Nucleus,5N_L,3760,0.298296991,6.3772368,5.792635,4.0064387,103,0,0,103,103,387280,0.149148496,133.84,176.45,93.762,1610,0.12801
104,_103_Trigeminal_Motor_Nucleus,5N_R,3760,0.298296991,6.3772368,5.792635,4.0064387,103,0,0,103,103,387280,0.149148496,133.84,108.55,93.762,1610,0.12801
105,_104_Pontine_Reticular_Nucleus,PnC_,71118,5.642097179,6.143508,6.2399187,3.7564175,104,0,0,104,104,7396272,2.82104859,145.47,161.57,88.615,33576,2.6695
105,_104_Pontine_Reticular_Nucleus,PnC_R,71118,5.642097179,6.143508,6.2399187,3.7564175,104,0,0,104,104,7396272,2.82104859,145.47,123.43,88.615,33576,2.6695
106,_105_Raphe_Nucleus,NA,9552,0.757801292,6.1327853,6.5225286,4.1012378,105,0,0,105,105,1002960,0.378900646,153.08,146.5,95.881,3948,0.31389
106,_105_Raphe_Nucleus,NA,9552,0.757801292,6.1327853,6.5225286,4.1012378,105,0,0,105,105,1002960,0.378900646,153.08,138.5,95.881,3948,0.31389
107,_106_Trigeminal_Sensory_Nucleus,Pr5_L,7851,0.622853637,5.9760766,5.8762126,3.948837,106,0,0,106,106,832206,0.311426819,136.19,191.75,92.223,4238,0.33695
107,_106_Trigeminal_Sensory_Nucleus,Pr5_R,7851,0.622853637,5.9760766,5.8762126,3.948837,106,0,0,106,106,832206,0.311426819,136.19,93.252,92.223,4238,0.33695
108,_108_Dorsal_Tegmental_Nucleus,Dteg_L,20189,1.601680305,6.1528072,5.3976545,4.6842909,107,0,0,107,107,2160223,0.800840153,125.52,153.95,110.04,9585,0.76207
108,_108_Dorsal_Tegmental_Nucleus,Dteg_R,20189,1.601680305,6.1528072,5.3976545,4.6842909,107,0,0,107,107,2160223,0.800840153,125.52,131.05,110.04,9585,0.76207
109,_109_Tegmental_Nucleus,Tg_L,518,0.041095171,6.262013,5.002635,5.0059457,108,0,0,108,108,55944,0.020547586,115.28,163.24,117.05,229,0.018207
109,_109_Tegmental_Nucleus,Tg_R,518,0.041095171,6.262013,5.002635,5.0059457,108,0,0,108,108,55944,0.020547586,115.28,121.76,117.05,229,0.018207
110,_110_CochealrNucleus,CoN_L,10396,0.824759446,6.4614182,5.1787915,3.7805626,109,2.07E-06,4.30E-12,109,109,1133164,0.412379723,120.78,205.15,87.685,4595,0.36533
110,_110_CochealrNucleus,CoN_R,10396,0.824759446,6.4614182,5.1787915,3.7805626,109,2.07E-06,4.30E-12,109,109,1133164,0.412379723,120.78,79.847,87.685,4595,0.36533
111,_111_Pontine_Nucleus,Pn_L,14946,1.185730538,6.1432109,7.0409942,2.9369476,110,0,0,110,110,1644060,0.592865269,163.73,154.8,69.316,6895,0.5482
111,_111_Pontine_Nucleus,Pn_R,14946,1.185730538,6.1432109,7.0409942,2.9369476,110,0,0,110,110,1644060,0.592865269,163.73,130.2,69.316,6895,0.5482
112,_112_Reticulotegmental_Nucleus_of_Pons,RTg_L,6523,0.517497679,6.1034288,6.5309744,3.254607,111,0,0,111,111,724053,0.25874884,151.82,152.38,76.603,3327,0.26452
112,_112_Reticulotegmental_Nucleus_of_Pons,Rtg_R,6523,0.517497679,6.1034288,6.5309744,3.254607,111,0,0,111,111,724053,0.25874884,151.82,132.62,76.603,3327,0.26452
113,_113_Olivary_Complex,Ma,21819,1.730995224,6.1363864,5.3040557,2.6727688,112,0,0,112,112,2443728,0.865497612,122.33,172.84,63.119,10801,0.85876
113,_113_Olivary_Complex,Ma,21819,1.730995224,6.1363864,5.3040557,2.6727688,112,0,0,112,112,2443728,0.865497612,122.33,112.16,63.119,10801,0.85876
114,_114_Pontine_Reticular_Nucleus_and_Intermediate_Reticular_Nucleus,PnRt_L,32678,2.592486454,6.1195397,5.4003601,3.3446078,113,0,0,113,113,3692614,1.296243227,125.37,159.59,78.696,16894,1.3432
114,_114_Pontine_Reticular_Nucleus_and_Intermediate_Reticular_Nucleus,PnRt_R,32678,2.592486454,6.1195397,5.4003601,3.3446078,113,0,0,113,113,3692614,1.296243227,125.37,125.41,78.696,16894,1.3432
115,_115_Spinal_Trigeminal_Nucleus,Sp5_L,40644,3.224463536,6.0773578,2.5639515,3.6404276,114,0,0,114,114,4633416,1.612231768,58.411,174.51,85.19,22164,1.7622
115,_115_Spinal_Trigeminal_Nucleus,Sp5_R,40644,3.224463536,6.0773578,2.5639515,3.6404276,114,0,0,114,114,4633416,1.612231768,58.411,110.49,85.19,22164,1.7622
116,_116_Vestibular_Nuclei,Ve_L,28923,2.294586134,6.1564994,4.5820007,4.5354295,115,2.03E-06,4.12E-12,115,115,3326145,1.147293067,105.42,175.01,106.09,14388,1.1439
116,_116_Vestibular_Nuclei,Ve_R,28923,2.294586134,6.1564994,4.5820007,4.5354295,115,2.03E-06,4.12E-12,115,115,3326145,1.147293067,105.42,109.99,106.09,14388,1.1439
117,_117_Gigantocellular_Reticular_Nucleus,Gi_L,115409,9.155892929,6.1899314,3.6421676,3.2173662,116,2.03E-06,4.13E-12,116,116,13387444,4.577946465,84.9,160.1,75.71,55553,4.4169
117,_117_Gigantocellular_Reticular_Nucleus,Gi_R,115409,9.155892929,6.1899314,3.6421676,3.2173662,116,2.03E-06,4.13E-12,116,116,13387444,4.577946465,84.9,124.9,75.71,55553,4.4169
118,_118_Cuneate_Nucleus,Cu_L,8081,0.641100527,6.4132724,3.265106,4.4068232,117,0,0,117,117,945477,0.320550264,75.252,169.02,103.15,3295,0.26198
118,_118_Cuneate_Nucleus,Cu_R,8081,0.641100527,6.4132724,3.265106,4.4068232,117,0,0,117,117,945477,0.320550264,75.252,115.98,103.15,3295,0.26198
119,_119_Anterior_Commisure,ac_L,13316,1.05641562,6.1300001,11.927811,4.286478,118,0,0,118,118,1571288,0.52820781,277.14,166.95,100.15,6514,0.51791
119,_119_Anterior_Commisure,ac_R,13316,1.05641562,6.1300001,11.927811,4.286478,118,0,0,118,118,1571288,0.52820781,277.14,118.05,100.15,6514,0.51791
120,_120_Optic_Tracts,ot_L,18806,1.49196096,6.1320004,9.7736368,3.1244719,119,0,0,119,119,2237914,0.74598048,227.07,173.87,73.225,9222,0.73321
120,_120_Optic_Tracts,ot_R,18806,1.49196096,6.1320004,9.7736368,3.1244719,119,0,0,119,119,2237914,0.74598048,227.07,111.13,73.225,9222,0.73321
121,_121_Fimbria,fi_L,26839,2.12925344,6.1513448,9.7038488,6.0135465,120,0,0,120,120,3220680,1.06462672,225.65,174.51,140.75,12991,1.0329
121,_121_Fimbria,fi_R,26839,2.12925344,6.1513448,9.7038488,6.0135465,120,0,0,120,120,3220680,1.06462672,225.65,110.49,140.75,12991,1.0329
122,_122_Corpus_Callosum,cc_L,187626,14.88517851,6.2582417,9.0758762,6.4039493,121,0,0,121,121,22702746,7.442589255,211.58,193.77,150.88,89886,7.1466
122,_122_Corpus_Callosum,cc_R,187626,14.88517851,6.2582417,9.0758762,6.4039493,121,0,0,121,121,22702746,7.442589255,211.58,91.229,150.88,89886,7.1466
123,_123_Fornix,fx_L,6229,0.494173393,6.0973492,10.138033,4.3792286,122,0,0,122,122,759938,0.247086697,235.13,153.56,101.1,3009,0.23924
123,_123_Fornix,fx_R,6229,0.494173393,6.0973492,10.138033,4.3792286,122,0,0,122,122,759938,0.247086697,235.13,131.44,101.1,3009,0.23924
124,_124_Stria_Terminalis,st_L,9756,0.77398549,6.1250639,9.4768105,5.3351626,123,2.47E-06,6.11E-12,123,123,1199988,0.386992745,220.14,193.71,124.54,4811,0.38251
124,_124_Stria_Terminalis,st_R,9756,0.77398549,6.1250639,9.4768105,5.3351626,123,2.47E-06,6.11E-12,123,123,1199988,0.386992745,220.14,91.287,124.54,4811,0.38251
125,_125_Cingulum,cg_L,14708,1.166848974,6.1694822,8.9815054,7.4045949,124,0,0,124,124,1823792,0.583424487,207.75,163.79,173.31,7094,0.56402
125,_125_Cingulum,cg_R,14708,1.166848974,6.1694822,8.9815054,7.4045949,124,0,0,124,124,1823792,0.583424487,207.75,121.21,173.31,7094,0.56402
126,_126_lateral_olfactory_tract,lo_L,16295,1.292752517,6.1713738,13.195815,4.2337289,125,0,0,125,125,2036875,0.646376259,306.48,187.5,98.531,7848,0.62397
126,_126_lateral_olfactory_tract,lo_R,16295,1.292752517,6.1713738,13.195815,4.2337289,125,0,0,125,125,2036875,0.646376259,306.48,97.499,98.531,7848,0.62397
127,_127_Ventral_Hippocampal_Commissure,vhc_L,1355,0.107497985,6.1121445,10.353114,6.2105904,126,0,0,126,126,170730,0.053748993,240.86,146.56,145.5,644,0.051203
127,_127_Ventral_Hippocampal_Commissure,vhc_R,1355,0.107497985,6.1121445,10.353114,6.2105904,126,0,0,126,126,170730,0.053748993,240.86,138.44,145.5,644,0.051203
128,_128_Internal_Capsule,ic_L,34455,2.733463515,5.9522638,9.4493866,4.5883265,127,0,0,127,127,4375785,1.366731758,219.16,193.35,107.62,18336,1.4578
128,_128_Internal_Capsule,ic_R,34455,2.733463515,5.9522638,9.4493866,4.5883265,127,0,0,127,127,4375785,1.366731758,219.16,91.646,107.62,18336,1.4578
129,_129_Fasciculus_Retroflexus,fr_L,1729,0.137169015,6.1046662,8.5139694,5.2102566,128,2.08E-06,4.31E-12,128,128,221312,0.068584508,198.02,150.67,122.15,867,0.068933
129,_129_Fasciculus_Retroflexus,fr_R,1729,0.137169015,6.1046662,8.5139694,5.2102566,128,2.08E-06,4.31E-12,128,128,221312,0.068584508,198.02,134.33,122.15,867,0.068933
130,_130_Stria_Medularis,sm_L,4444,0.352561656,6.0677047,9.9588127,5.4161744,129,0,0,129,129,573276,0.176280828,231.94,156.7,126.22,2320,0.18446
130,_130_Stria_Medularis,sm_R,4444,0.352561656,6.0677047,9.9588127,5.4161744,129,0,0,129,129,573276,0.176280828,231.94,128.3,126.22,2320,0.18446
131,_131_Mamillothalamic_Tract,mt_L,1337,0.106069967,6.0766134,9.0308819,3.9331379,130,0,0,130,130,173810,0.053034984,210.42,154.5,92.546,700,0.055655
131,_131_Mamillothalamic_Tract,mt_R,1337,0.106069967,6.0766134,9.0308819,3.9331379,130,0,0,130,130,173810,0.053034984,210.42,130.5,92.546,700,0.055655
132,_132_Posterior_Commissure,pc_L,1074,0.085205045,6.0965433,7.8962655,5.930212,131,0,0,131,131,140694,0.042602523,183.65,146.92,138.74,509,0.040469
132,_132_Posterior_Commissure,pc_R,1074,0.085205045,6.0965433,7.8962655,5.930212,131,0,0,131,131,140694,0.042602523,183.65,138.08,138.74,509,0.040469
133,_133_Brachium_of_Superior_Colliculus,bsc_L,3687,0.292505587,6.1727567,7.8612361,6.0418396,132,0,0,132,132,486684,0.146252794,183.01,187.53,140.86,1769,0.14065
133,_133_Brachium_of_Superior_Colliculus,bsc_R,3687,0.292505587,6.1727567,7.8612361,6.0418396,132,0,0,132,132,486684,0.146252794,183.01,97.466,140.86,1769,0.14065
134,_134_Cerebral_Peduncle,cp_L,20982,1.66459241,6.2006965,8.0596485,3.7639215,133,0,0,133,133,2790606,0.832296205,185.68,182.24,87.717,10127,0.80517
134,_134_Cerebral_Peduncle,cp_R,20982,1.66459241,6.2006965,8.0596485,3.7639215,133,0,0,133,133,2790606,0.832296205,185.68,102.76,87.717,10127,0.80517
135,_135_Lateral_Lemniscus,ll_L,8824,0.700045917,6.0862117,6.1618609,4.901835,134,0,0,134,134,1182416,0.350022959,143.18,191.8,114.27,4450,0.35381
135,_135_Lateral_Lemniscus,ll_R,8824,0.700045917,6.0862117,6.1618609,4.901835,134,0,0,134,134,1182416,0.350022959,143.18,93.204,114.27,4450,0.35381
136,_136_Spinal_Trigeminal_Nerve,sp5_L,32924,2.612002693,6.3044877,4.7454262,3.474956,135,0,0,135,135,4444740,1.306001347,108.76,194.39,81.69,15361,1.2213
136,_136_Spinal_Trigeminal_Nerve,sp5_R,32924,2.612002693,6.3044877,4.7454262,3.474956,135,0,0,135,135,4444740,1.306001347,108.76,90.609,81.69,15361,1.2213
137,_137_Pyramidal_Tract,py_L,10717,0.850225758,6.1881599,5.1125269,2.3754275,136,0,0,136,136,1457512,0.425112879,118.42,149.7,56.355,4816,0.38291
137,_137_Pyramidal_Tract,py_R,10717,0.850225758,6.1881599,5.1125269,2.3754275,136,0,0,136,136,1457512,0.425112879,118.42,135.3,56.355,4816,0.38291
138,_138_Vestibulocochlear_Nerve,n8_L,2552,0.202461149,6.1026793,5.0896869,4.0852332,137,0,0,137,137,349624,0.101230575,118.14,194.38,96.022,1297,0.10312
138,_138_Vestibulocochlear_Nerve,n8_R,2552,0.202461149,6.1026793,5.0896869,4.0852332,137,0,0,137,137,349624,0.101230575,118.14,90.623,96.022,1297,0.10312
139,_139_Facial_Nerve,n7_L,1710,0.135661663,6.2071471,5.3494959,3.6565931,138,0,0,138,138,235980,0.067830832,123.87,169.89,86.449,817,0.064957
139,_139_Facial_Nerve,n7_R,1710,0.135661663,6.2071471,5.3494959,3.6565931,138,0,0,138,138,235980,0.067830832,123.87,115.11,86.449,817,0.064957
140,_140_Longitudinal_Fasciculus_of_Pons,lfp_L,1678,0.133122966,6.0983839,6.702858,2.9206736,139,0,0,139,139,233242,0.066561483,155.95,158.45,68.966,876,0.069648
140,_140_Longitudinal_Fasciculus_of_Pons,lfp_R,1678,0.133122966,6.0983839,6.702858,2.9206736,139,0,0,139,139,233242,0.066561483,155.95,126.55,68.966,876,0.069648
141,_141_Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mlf_ts_R,30965,2.456586787,6.1518149,3.943491,3.3377314,140,0,0,140,140,4335100,1.228293394,90.966,146.4,78.057,12359,0.98263
141,_141_Medial_Longitudinal_Fasciculus_and_Tectospinal_Tract,mlf_ts_R,30965,2.456586787,6.1518149,3.943491,3.3377314,140,0,0,140,140,4335100,1.228293394,90.966,138.6,78.057,12359,0.98263
142,_142_Spinocerebellar_Tract,sc_L,8641,0.685527739,5.9681425,2.5687075,2.6608322,141,0,0,141,141,1218381,0.34276387,56.98,166.99,62.451,5329,0.42369
142,_142_Spinocerebellar_Tract,sc_R,8641,0.685527739,5.9681425,2.5687075,2.6608322,141,0,0,141,141,1218381,0.34276387,56.98,118.01,62.451,5329,0.42369
143,_143_Medial_Lemniscus,ml_L,4728,0.375092599,6.0893517,8.4142962,4.4152784,142,0,0,142,142,671376,0.1875463,195.5,170.67,103.31,2394,0.19034
143,_143_Medial_Lemniscus,ml_R,4728,0.375092599,6.0893517,8.4142962,4.4152784,142,0,0,142,142,671376,0.1875463,195.5,114.33,103.31,2394,0.19034
144,_144_Ventral_Spinocerebellar_Tract,vsc_L,11361,0.901317051,6.1521745,6.0149045,4.2359328,143,0,0,143,143,1624623,0.450658526,140.53,181.99,97.517,5683,0.45184
144,_144_Ventral_Spinocerebellar_Tract,vsc_R,11361,0.901317051,6.1521745,6.0149045,4.2359328,143,0,0,143,143,1624623,0.450658526,140.53,103.01,97.517,5683,0.45184
145,_145_Middle_Cerebellar_Peduncle,mcp_L,15481,1.228174392,6.0083666,6.3731475,3.8121283,144,0,0,144,144,2229264,0.614087196,147.36,193.06,89.408,8103,0.64425
145,_145_Middle_Cerebellar_Peduncle,mcp_R,15481,1.228174392,6.0083666,6.3731475,3.8121283,144,0,0,144,144,2229264,0.614087196,147.36,91.941,89.408,8103,0.64425
146,_146_Superior_Cerebellar_Peduncle_dtgx_vtgx,scp_L,9329,0.740109741,6.1304178,5.5872302,4.9977818,145,0,0,145,145,1352705,0.370054871,129.56,165.73,117,4642,0.36907
146,_146_Superior_Cerebellar_Peduncle_dtgx_vtgx,scp_R,9329,0.740109741,6.1304178,5.5872302,4.9977818,145,0,0,145,145,1352705,0.370054871,129.56,119.27,117,4642,0.36907
147,_147_Inferior_Cerebellar_Peduncle,icp_oc_tz_L,10291,0.816429344,6.2624331,4.5080209,4.0490866,146,0,0,146,146,1502486,0.408214672,104.8,195.79,94.369,4867,0.38696
147,_147_Inferior_Cerebellar_Peduncle,icp_oc_tz_R,10291,0.816429344,6.2624331,4.5080209,4.0490866,146,0,0,146,146,1502486,0.408214672,104.8,89.211,94.369,4867,0.38696
148,_148_Cerebellar_White_Matter,cbw_L,127167,10.0887057,6.1728792,4.1746373,5.6477485,147,0,0,147,147,18693548,5.04435285,97.553,183.14,131.54,61968,4.9269
148,_148_Cerebellar_White_Matter,cbw_R,127167,10.0887057,6.1728792,4.1746373,5.6477485,147,0,0,147,147,18693548,5.04435285,97.553,101.86,131.54,61968,4.9269
149,_150_LateralVentricles,LV_L,34985,2.775510698,5.9614325,9.7158766,5.6677608,148,0,0,148,148,5177780,1.387755349,226.89,183.71,132.02,19274,1.5324
149,_150_LateralVentricles,LV_R,34985,2.775510698,5.9614325,9.7158766,5.6677608,148,0,0,148,148,5177780,1.387755349,226.89,101.29,132.02,19274,1.5324
